vib_x,vib_y,vib_z,temp
1.61,-5.65,7.61,34.19
2.2,-6.04,7.65,34.19
2.0,-5.96,7.49,34.19
3.88,-6.39,7.81,34.19
1.96,-6.0,7.69,34.19
1.29,-5.61,7.3,34.19
2.08,-6.35,7.45,34.19
2.71,-5.33,7.69,34.19
1.8,-6.0,7.41,34.19
1.77,-5.06,8.08,34.19
1.73,-6.32,7.34,34.19
2.67,-6.12,7.65,34.19
1.61,-6.04,7.41,34.19
2.31,-5.92,7.69,34.19
1.8,-6.28,7.53,34.19
2.24,-5.57,7.69,34.19
1.49,-5.96,7.53,34.19
2.35,-6.32,7.41,34.19
1.8,-6.32,7.45,34.19
2.08,-5.14,7.85,34.19
1.61,-5.69,7.53,34.19
2.39,-5.96,7.57,34.19
1.61,-6.12,7.37,34.19
2.51,-6.08,7.53,34.06
1.88,-5.53,7.37,34.06
1.73,-5.53,7.69,34.06
2.2,-5.57,7.77,34.06
1.73,-6.2,7.53,34.06
2.31,-5.81,7.61,34.06
1.69,-5.73,7.65,34.06
2.67,-5.81,7.61,34.06
1.96,-6.86,7.49,34.06
2.47,-6.08,7.49,34.13
1.69,-6.24,7.3,34.06
2.51,-6.35,7.37,34.06
1.8,-6.16,7.41,34.06
2.47,-6.0,7.61,34.06
2.0,-5.49,7.92,34.06
2.24,-5.92,7.49,34.06
2.08,-5.88,7.49,34.06
2.16,-6.0,7.49,34.06
1.8,-5.69,7.61,34.06
2.31,-5.41,7.69,34.06
2.0,-5.53,7.85,34.0
2.28,-5.65,7.61,34.0
1.69,-6.28,7.26,34.06
2.35,-6.35,7.34,34.06
1.92,-6.2,7.41,34.06
2.39,-5.45,7.65,34.06
1.37,-6.12,7.65,34.06
2.67,-5.65,8.28,34.06
1.69,-6.28,7.34,34.06
2.35,-5.57,7.73,34.0
1.73,-6.79,7.26,34.0
2.08,-5.26,7.85,34.0
1.8,-6.2,7.49,34.0
2.31,-5.33,7.81,34.0
1.88,-6.39,7.34,34.0
2.39,-5.49,7.85,34.0
1.77,-6.47,7.37,34.0
2.08,-5.26,7.85,34.06
2.2,-6.12,7.37,34.0
2.24,-5.26,7.88,34.0
2.12,-6.51,7.3,34.0
1.96,-6.2,7.53,34.0
1.96,-6.71,7.22,34.06
1.96,-6.08,7.69,34.0
3.18,-4.94,7.61,34.0
1.57,-4.75,7.88,34.0
2.51,-6.2,7.49,34.06
1.8,-6.39,7.3,34.0
2.35,-6.43,7.61,34.06
1.8,-6.2,7.49,34.0
2.31,-5.49,7.77,34.0
2.08,-6.12,7.61,34.0
2.43,-6.12,7.57,34.0
1.69,-6.04,7.45,34.0
2.35,-6.35,7.3,34.0
1.8,-5.73,7.45,34.0
2.28,-5.3,7.85,34.0
1.88,-5.73,7.57,34.06
2.39,-5.49,7.73,34.0
1.84,-6.47,7.22,34.0
2.43,-5.53,7.65,34.0
1.69,-6.43,7.37,34.0
2.82,-6.0,7.61,34.0
1.77,-6.86,7.26,34.0
2.24,-6.04,7.61,34.0
1.84,-6.24,7.57,34.0
2.47,-6.2,7.45,33.94
1.33,-5.57,7.57,33.94
2.12,-5.92,7.57,34.0
2.0,-5.65,7.77,34.0
2.12,-6.08,7.45,34.0
2.51,-6.04,7.61,34.0
1.88,-6.2,7.3,34.0
2.04,-6.43,7.34,34.0
1.96,-5.37,7.73,34.0
1.65,-6.71,7.37,34.0
2.51,-6.16,7.53,34.0
2.39,-7.53,6.79,34.0
2.04,-5.65,7.26,34.0
2.2,-5.37,7.81,34.0
1.96,-6.04,7.57,34.0
2.2,-5.92,7.57,34.0
2.28,-5.37,7.77,34.0
1.92,-6.47,7.34,34.0
2.39,-5.49,7.81,34.0
1.96,-5.3,7.77,34.0
2.04,-6.28,7.37,34.0
2.35,-5.33,7.88,34.0
1.77,-6.32,7.26,34.0
2.39,-5.53,7.81,34.0
1.73,-5.61,7.73,34.0
2.43,-6.28,7.37,34.0
2.28,-5.3,7.85,34.0
3.41,-7.37,6.86,34.0
2.2,-6.43,7.34,34.0
1.96,-5.37,7.77,34.0
1.77,-6.12,7.57,34.0
2.47,-6.0,7.57,34.06
1.84,-6.0,7.45,34.06
1.92,-6.39,7.41,34.06
2.35,-6.0,7.65,34.06
1.8,-5.69,7.69,34.06
2.31,-5.84,7.53,34.06
2.51,-6.98,7.53,34.06
2.31,-6.32,7.37,34.0
1.73,-5.49,7.69,34.0
2.59,-6.0,7.49,34.0
2.67,-5.65,7.57,34.0
1.8,-6.63,7.3,34.06
2.24,-6.0,7.81,34.06
1.88,-5.14,7.57,34.06
2.47,-6.79,7.37,34.06
1.18,-5.57,7.18,34.06
1.88,-6.39,7.3,34.0
2.39,-5.81,7.57,34.0
2.51,-6.35,7.49,34.06
2.2,-5.77,7.61,34.06
1.8,-6.39,7.37,34.06
2.16,-5.41,7.85,34.06
2.0,-6.16,7.53,34.06
1.1,-3.8,8.04,34.06
1.92,-6.08,7.53,34.06
1.73,-6.39,7.34,34.06
2.2,-5.3,7.88,34.06
1.8,-6.39,7.26,34.06
2.47,-6.32,7.41,34.06
1.84,-5.77,7.65,34.06
2.63,-6.16,7.45,34.06
1.88,-2.71,8.63,34.06
-0.71,-0.12,9.85,34.06
0.16,-0.04,9.81,34.06
0.24,-3.06,9.3,34.06
1.33,-4.0,8.75,34.06
0.51,-3.73,9.14,34.06
0.71,-4.79,8.55,34.06
1.8,-4.59,8.83,34.06
0.75,-4.39,8.08,34.06
2.24,-4.9,8.24,34.06
1.77,-4.0,9.18,34.06
1.22,-5.33,8.28,34.06
1.29,-4.51,8.83,34.06
0.31,-5.14,8.75,34.06
1.88,-3.88,8.67,34.0
0.86,-3.57,8.63,34.06
2.35,-4.82,8.08,34.06
0.75,-4.43,8.83,34.06
0.67,-5.26,8.51,34.06
1.61,-4.31,9.14,34.06
0.78,-4.51,8.83,34.06
2.12,-4.67,8.36,34.0
1.29,-5.53,8.28,34.06
1.29,-6.59,8.32,34.06
0.78,-3.53,9.18,34.06
1.02,-5.37,7.92,34.06
2.04,-4.67,8.39,34.0
1.53,-5.45,8.08,34.0
0.59,-3.69,9.18,34.0
1.61,-5.22,8.12,34.0
0.78,-4.31,8.79,34.06
1.84,-3.84,8.79,34.0
0.82,-5.53,7.88,34.0
1.61,-3.88,8.79,34.0
2.08,-5.3,7.88,34.0
1.53,-4.24,8.67,34.06
2.35,-5.02,8.0,34.0
1.1,-4.94,8.32,34.06
2.28,-5.26,8.04,34.0
1.22,-5.18,8.2,34.06
0.9,-3.49,9.18,34.06
1.26,-5.1,8.24,34.06
0.98,-5.06,8.39,34.0
2.47,-3.88,8.39,34.06
1.84,-5.45,7.92,34.06
0.31,-3.92,8.9,34.06
1.92,-4.55,8.55,34.06
0.78,-4.43,8.79,34.06
1.92,-4.43,9.06,34.06
1.77,-5.84,8.08,34.06
2.28,-4.39,8.83,34.06
1.84,-5.57,7.85,34.06
0.98,-4.24,8.83,34.06
1.1,-5.18,8.12,34.06
0.63,-3.65,9.18,34.06
2.35,-5.02,8.16,34.06
0.75,-3.77,8.43,34.0
2.24,-4.94,8.32,34.0
1.57,-5.33,8.0,34.06
1.96,-3.88,8.67,34.06
1.65,-5.37,8.0,34.06
0.63,-3.73,9.14,34.06
2.28,-5.41,8.71,34.0
2.08,-4.35,8.51,34.0
1.02,-4.75,8.43,34.06
1.73,-4.43,8.71,34.0
1.92,-5.53,8.36,34.06
1.53,-3.88,8.98,34.06
1.73,-5.57,7.92,34.0
1.02,-4.0,8.98,34.0
1.14,-5.33,8.2,34.0
1.18,-4.08,8.98,34.06
2.35,-4.98,8.08,34.0
1.57,-3.69,9.14,34.06
2.24,-4.86,8.51,34.0
0.86,-5.14,8.39,34.06
2.31,-4.86,8.55,34.0
1.06,-5.3,8.36,34.0
2.35,-4.04,9.02,34.0
0.82,-5.18,8.28,34.06
1.37,-4.08,9.1,34.06
1.1,-5.49,8.08,34.0
2.2,-5.06,8.24,34.0
1.14,-4.71,8.59,34.06
1.73,-4.12,8.83,34.06
0.98,-4.79,7.77,34.06
3.1,-4.94,7.92,34.06
2.51,-5.22,8.12,34.06
1.37,-4.51,8.79,34.06
2.35,-5.22,7.96,34.06
2.86,-6.0,7.69,34.06
2.39,-4.94,7.88,34.06
0.9,-4.9,8.39,34.06
1.06,-3.57,8.94,34.06
1.33,-5.3,8.2,34.06
1.14,-3.88,9.14,34.06
2.35,-4.98,7.88,34.06
1.06,-3.73,9.22,34.06
-0.67,-2.16,9.18,34.06
0.98,-5.06,8.43,34.06
2.16,-4.39,8.24,34.06
1.18,-5.3,8.24,34.06
0.94,-3.84,9.22,34.0
1.06,-3.73,9.22,33.94
1.33,-5.1,8.04,34.0
0.78,-3.49,9.26,34.0
2.28,-4.79,8.12,34.0
1.49,-4.0,7.73,34.0
1.65,-4.16,8.94,34.0
2.12,-5.45,7.88,34.0
0.9,-4.67,8.63,34.0
2.35,-5.1,8.0,34.0
1.37,-5.33,8.08,34.0
0.67,-4.47,8.71,34.06
2.12,-4.47,8.51,34.0
0.94,-4.0,8.83,34.0
1.77,-4.28,8.87,34.0
2.04,-5.37,8.12,34.0
1.14,-3.53,8.63,34.0
2.35,-5.18,7.88,34.06
0.51,-4.47,8.67,34.06
1.92,-4.55,8.04,34.0
2.39,-4.75,7.3,34.0
1.45,-3.73,8.43,34.0
0.51,-5.37,8.12,34.06
1.73,-4.31,9.1,34.06
2.28,-5.22,7.88,34.06
0.59,-4.82,8.75,34.06
2.39,-5.18,8.12,34.06
0.51,-4.39,8.75,34.06
1.73,-4.28,8.98,34.06
0.94,-5.26,8.55,34.06
1.69,-4.24,8.83,34.06
2.08,-5.45,7.92,34.06
1.57,-4.04,8.94,34.06
2.31,-5.02,7.96,34.06
1.57,-4.24,8.43,34.06
0.98,-4.47,8.08,34.06
1.22,-4.2,9.02,34.06
2.35,-5.22,7.92,34.06
1.02,-5.02,8.59,34.06
2.35,-5.14,8.94,34.13
0.75,-4.9,8.32,34.06
1.18,-4.16,9.06,34.06
2.39,-4.79,7.96,34.06
0.71,-3.73,8.94,34.06
2.35,-4.63,8.51,34.06
1.14,-5.33,8.16,34.06
2.28,-4.63,8.16,34.13
1.26,-5.33,8.28,34.06
1.22,-4.08,8.51,34.06
1.26,-5.37,8.36,34.06
0.86,-3.69,8.87,34.13
1.1,-5.06,8.2,34.13
1.18,-4.39,9.1,34.06
2.43,-4.67,8.43,34.13
1.88,-6.04,7.88,34.13
0.47,-4.28,8.67,34.13
1.57,-4.24,8.94,34.13
0.98,-5.1,8.2,34.13
0.82,-3.8,8.87,34.13
2.16,-4.51,8.16,34.13
1.33,-5.41,8.0,34.13
2.35,-4.79,8.67,34.13
2.12,-5.69,8.04,34.13
2.35,-5.18,8.04,34.13
0.51,-3.92,8.94,34.13
2.51,-5.02,8.24,34.13
1.06,-5.3,8.16,34.13
1.02,-5.41,8.0,34.13
0.98,-3.65,8.55,34.13
2.08,-4.55,7.77,34.13
1.29,-4.16,9.06,34.13
2.39,-5.1,8.32,34.13
0.9,-5.14,8.28,34.13
1.92,-3.88,8.75,34.13
2.08,-5.57,7.92,34.13
0.9,-4.79,8.79,34.13
2.16,-4.35,8.9,34.06
1.1,-5.26,7.96,34.13
0.75,-4.04,8.51,34.13
1.88,-4.12,8.24,34.13
2.12,-5.41,7.96,34.13
0.67,-3.02,8.75,34.13
0.94,-5.37,8.59,34.13
0.94,-3.69,8.94,34.13
2.51,-4.9,8.36,34.13
0.51,-4.04,8.83,34.13
2.12,-4.75,8.87,34.13
2.28,-5.33,7.88,34.13
0.86,-3.65,8.9,34.13
2.16,-4.39,8.32,34.13
1.73,-5.53,8.04,34.13
1.18,-3.84,8.59,34.13
2.28,-5.3,7.92,34.19
0.55,-4.59,8.59,34.13
2.67,-5.22,8.28,34.13
4.51,-6.47,7.53,34.13
1.88,-4.39,9.02,34.13
2.12,-4.71,7.61,34.13
0.31,-4.47,8.67,34.13
0.39,-4.16,9.26,34.06
1.53,-4.04,8.59,34.13
2.39,-5.45,7.77,34.13
1.18,-5.26,8.43,34.13
0.9,-5.57,7.81,34.13
1.61,-4.04,8.59,34.13
2.08,-4.86,8.08,34.13
1.41,-4.35,8.67,34.13
1.45,-4.51,8.55,34.13
2.04,-4.75,8.55,34.13
1.26,-5.1,8.32,34.13
2.12,-4.47,8.71,34.13
-2.31,-6.59,6.2,34.13
-1.14,-7.73,6.12,34.13
-0.71,-2.51,7.37,34.13
0.86,-4.16,8.71,34.13
1.84,-6.28,7.34,34.06
0.98,-5.73,8.2,34.19
1.73,-3.77,9.06,34.19
1.18,-3.69,8.75,34.19
1.65,-4.63,7.96,34.19
1.73,-6.12,7.49,34.19
1.61,-4.71,8.87,34.13
1.45,-4.35,8.79,34.19
1.1,-3.61,8.75,34.19
1.96,-5.84,7.85,34.19
1.57,-5.73,8.47,34.19
1.77,-4.43,8.94,34.19
1.96,-4.39,8.39,34.19
1.61,-6.2,7.96,34.13
1.57,-4.47,8.83,34.13
0.16,-4.04,8.79,34.13
1.49,-4.43,8.24,34.19
1.1,-6.08,8.12,34.13
1.22,-5.06,8.63,34.13
1.1,-4.12,8.71,34.13
1.22,-3.92,8.47,34.13
2.12,-5.73,7.53,34.13
1.65,-6.32,7.73,34.13
1.61,-4.2,9.02,34.13
1.06,-4.16,8.59,34.13
1.45,-4.08,8.39,34.13
1.8,-6.16,7.81,34.13
1.33,-4.98,8.87,34.13
1.29,-3.33,9.73,34.13
0.71,-2.39,9.77,34.13
1.02,-5.77,8.43,34.19
1.69,-3.49,9.1,34.13
1.29,-4.16,8.51,34.13
0.9,-4.35,8.28,34.13
1.77,-6.28,7.65,34.13
1.29,-4.75,8.71,34.13
1.88,-3.73,9.18,34.13
1.22,-4.28,8.51,34.13
1.1,-5.65,8.24,34.19
1.65,-3.88,9.02,34.13
1.57,-4.39,8.43,34.13
1.77,-5.02,7.88,34.19
1.92,-6.28,7.65,34.13
1.22,-5.33,8.47,34.19
1.29,-4.35,8.55,34.13
0.86,-3.92,8.55,34.19
1.88,-5.53,7.69,34.13
1.41,-5.37,8.59,34.13
1.65,-4.04,9.1,34.13
1.1,-4.35,8.51,34.13
0.39,-4.04,9.3,34.06
0.27,-3.45,9.3,34.06
1.41,-4.24,8.28,34.06
1.77,-4.16,8.16,34.06
2.31,-4.9,8.47,34.06
1.29,-4.59,9.02,34.06
0.16,-3.77,9.45,34.06
0.75,-4.63,8.12,34.06
1.26,-4.12,8.47,34.06
2.12,-4.51,8.59,34.13
0.75,-4.51,8.71,34.06
0.39,-3.41,9.3,34.06
0.9,-4.31,8.36,34.13
0.94,-4.47,8.12,34.13
2.35,-4.79,8.39,34.13
1.41,-5.02,8.67,34.06
0.24,-3.65,9.45,34.06
0.75,-3.77,8.87,34.06
0.78,-4.75,8.04,34.06
2.24,-4.28,8.55,34.13
2.08,-5.1,8.36,34.06
0.67,-4.35,9.06,34.06
0.9,-4.2,8.51,34.13
1.06,-5.06,8.04,34.06
0.2,-3.8,9.38,34.13
0.75,-3.77,8.83,34.06
2.35,-5.1,8.36,34.06
1.02,-4.75,8.9,34.06
0.27,-3.57,9.38,34.06
0.94,-4.9,8.04,34.06
1.77,-3.88,8.63,34.06
2.31,-4.67,8.47,34.13
0.55,-5.06,8.67,34.06
0.31,-3.53,9.38,34.06
1.14,-4.24,8.75,34.0
1.22,-4.39,8.67,34.06
1.22,-4.31,8.63,34.06
1.22,-4.35,8.67,34.06
1.22,-4.24,8.71,34.06
1.06,-4.12,8.75,34.06
1.18,-4.39,8.59,34.06
1.29,-4.2,8.83,34.06
1.26,-4.35,8.71,34.0
1.29,-4.24,8.79,34.06
1.18,-4.43,8.71,34.06
1.29,-4.24,8.75,34.06
1.14,-4.39,8.71,34.06
1.26,-4.35,8.71,34.06
1.18,-4.31,8.71,34.06
1.26,-4.28,8.67,34.06
1.18,-4.31,8.83,34.06
1.22,-4.31,8.67,34.06
1.26,-4.31,8.71,34.06
1.22,-4.31,8.67,34.06
1.26,-4.31,8.75,34.06
2.0,-5.06,8.32,34.19
0.47,-4.51,8.87,34.25
1.65,-5.3,8.16,34.25
0.78,-3.84,8.98,34.25
0.39,-5.22,8.08,34.31
1.57,-4.08,8.98,34.31
1.18,-5.37,8.16,34.25
2.08,-4.71,8.28,34.31
0.63,-4.75,8.59,34.25
1.96,-4.94,8.32,34.31
1.73,-3.84,8.24,34.31
0.82,-5.1,8.12,34.31
1.84,-3.61,9.61,34.31
0.86,-3.69,9.3,34.38
0.47,-4.67,8.67,34.31
1.49,-3.96,8.79,34.31
0.35,-4.0,8.32,34.38
2.2,-4.75,8.47,34.31
0.47,-4.79,8.83,34.38
1.37,-5.22,8.32,34.38
1.53,-3.73,9.18,34.38
0.08,-1.92,9.69,34.38
0.59,-4.51,8.71,34.38
2.08,-4.47,8.59,34.38
1.14,-3.8,9.18,34.31
1.41,-5.33,8.16,34.38
1.1,-4.16,9.06,34.38
0.43,-4.04,9.06,34.38
2.24,-4.71,8.43,34.38
0.94,-3.65,8.9,34.38
1.73,-5.37,8.04,34.38
1.73,-4.55,8.36,34.38
0.63,-4.75,8.59,34.38
1.88,-4.0,8.63,34.38
0.35,-5.33,8.43,34.38
2.08,-5.1,8.28,34.38
1.65,-4.04,8.75,34.38
0.94,-5.1,8.39,34.44
2.16,-4.9,8.2,34.38
0.51,-4.12,8.87,34.38
1.33,-5.3,8.16,34.38
1.14,-3.69,8.9,34.38
0.39,-4.51,8.75,34.31
2.08,-4.82,8.32,34.44
1.37,-4.0,8.94,34.44
1.22,-5.26,8.2,34.44
2.08,-3.84,9.06,34.44
0.59,-3.73,9.14,34.44
2.0,-5.14,8.28,34.38
2.0,-4.35,8.63,34.44
0.63,-4.79,8.59,34.44
1.53,-5.3,8.36,34.38
0.63,-3.73,9.1,34.38
0.47,-4.04,9.06,34.44
2.16,-5.1,8.2,34.38
1.8,-4.16,9.18,34.38
1.06,-5.14,8.32,34.44
1.45,-3.96,8.98,34.44
0.59,-3.65,9.22,34.44
1.84,-5.26,8.08,34.38
0.63,-4.43,8.75,34.38
1.65,-4.16,8.87,34.38
0.82,-4.82,8.55,34.44
1.49,-5.3,8.16,34.44
0.71,-3.61,9.1,34.38
0.47,-5.26,8.32,34.44
2.28,-4.2,8.67,34.38
0.9,-4.59,8.71,34.38
1.29,-5.26,8.16,34.38
0.86,-3.61,9.02,34.38
0.59,-4.16,8.94,34.38
2.04,-4.82,8.43,34.38
0.59,-4.16,8.98,34.38
1.02,-5.18,8.36,34.44
1.84,-4.28,8.63,34.38
0.75,-3.61,9.26,34.44
1.73,-5.37,7.81,34.44
1.29,-4.08,9.02,34.44
0.39,-4.16,8.94,34.38
3.3,-4.79,8.43,34.44
0.94,-4.94,8.47,34.44
1.73,-4.2,8.79,34.44
0.86,-3.65,9.22,34.44
1.77,-5.22,8.32,34.44
1.8,-4.24,9.34,34.44
0.67,-5.1,8.63,34.44
2.0,-4.55,8.39,34.44
0.94,-4.04,9.34,34.44
1.06,-5.3,8.2,34.44
2.2,-5.14,8.12,34.44
0.51,-4.67,8.67,34.44
1.84,-4.0,8.39,34.44
0.78,-5.02,8.67,34.44
1.92,-5.26,8.24,34.44
0.78,-3.69,9.34,34.5
1.84,-5.33,8.08,34.44
2.08,-4.71,8.39,34.5
0.43,-4.35,8.87,34.44
1.65,-5.45,8.0,34.44
1.14,-3.84,9.06,34.5
0.47,-3.96,8.55,34.44
2.08,-5.22,8.08,34.44
0.51,-3.88,9.1,34.5
0.78,-4.86,8.55,34.5
1.61,-4.12,8.83,34.5
0.67,-4.71,8.67,34.5
0.0,-3.8,9.45,34.44
1.73,-5.49,8.04,34.5
1.02,-3.69,9.14,34.5
0.39,-4.16,8.87,34.44
1.96,-4.28,8.24,34.5
0.75,-3.53,9.14,34.44
1.77,-5.26,8.24,34.44
2.0,-4.43,7.96,34.5
1.06,-5.1,8.39,34.44
1.33,-3.8,8.9,34.44
1.53,-5.33,7.88,34.44
1.88,-4.35,8.39,34.44
0.43,-4.43,8.79,34.44
2.12,-4.16,8.67,34.5
0.9,-3.73,9.14,34.44
1.88,-5.45,7.96,34.44
1.84,-3.65,9.18,34.44
0.82,-5.1,8.43,34.44
1.18,-3.77,8.87,34.44
0.27,-5.18,8.32,34.44
0.35,-4.94,8.75,34.44
2.04,-4.35,9.06,34.44
0.47,-3.92,9.1,34.44
2.04,-4.82,8.39,34.44
1.26,-3.8,9.1,34.44
1.41,-5.22,8.24,34.44
0.98,-3.69,9.18,34.44
0.67,-4.86,8.43,34.44
1.41,-3.88,9.1,34.44
0.71,-5.1,8.36,34.44
2.08,-5.14,8.32,34.44
0.39,-3.77,9.02,34.5
1.26,-5.26,8.0,34.5
1.57,-3.8,9.1,34.5
0.24,-4.04,9.06,34.44
2.12,-4.94,8.16,34.44
1.26,-4.2,8.98,34.44
1.49,-5.45,8.12,34.44
0.82,-3.69,9.14,34.44
0.71,-4.59,8.71,34.44
1.88,-4.39,8.36,34.44
0.55,-4.47,8.71,34.38
1.65,-5.33,8.04,34.44
0.78,-3.77,9.14,34.38
0.78,-5.41,8.0,34.38
1.53,-3.88,8.67,34.44
1.06,-5.18,8.24,34.44
2.04,-5.06,8.98,34.38
0.43,-4.08,8.83,34.44
2.04,-4.55,8.59,34.38
0.82,-3.69,9.22,34.44
2.12,-4.98,8.36,34.38
0.55,-4.35,9.65,34.44
1.77,-5.41,8.04,34.44
0.71,-3.69,9.26,34.38
0.75,-4.67,7.96,34.38
1.65,-4.2,8.63,34.38
1.1,-5.3,8.12,34.38
1.84,-5.18,8.24,34.44
0.47,-3.73,9.06,34.44
1.06,-3.88,8.87,34.38
1.49,-5.41,8.16,34.38
1.02,-3.61,8.94,34.38
-0.31,-4.86,9.1,34.38
2.04,-4.51,8.47,34.38
0.78,-3.61,8.63,34.38
1.69,-5.45,8.0,34.38
1.8,-5.22,8.2,34.38
2.0,-4.47,8.43,34.38
0.59,-4.63,8.67,34.38
1.73,-5.45,8.12,34.38
1.41,-6.39,6.98,34.38
1.33,-4.75,8.28,34.38
1.84,-4.9,8.0,34.38
1.8,-5.18,8.28,34.38
1.61,-3.92,8.43,34.38
1.22,-5.3,8.0,34.38
1.49,-3.84,8.79,34.44
0.51,-3.96,9.1,34.38
2.08,-5.26,8.16,34.44
0.51,-4.08,9.02,34.38
1.18,-5.22,8.36,34.38
0.98,-3.69,9.26,34.38
2.12,-3.65,9.1,34.38
0.63,-4.51,8.71,34.31
1.84,-4.24,8.75,34.38
1.1,-4.94,8.24,34.38
1.92,-5.37,7.96,34.38
0.31,-4.08,9.06,34.38
2.12,-4.79,8.39,34.38
1.84,-3.77,9.1,34.38
1.49,-5.69,8.32,34.31
0.82,-3.49,9.1,34.31
0.71,-4.55,8.71,34.38
1.69,-4.2,8.67,34.38
0.55,-3.84,9.18,34.31
2.12,-5.3,7.96,34.38
0.39,-3.92,9.02,34.38
1.18,-5.26,8.24,34.38
1.02,-3.73,9.22,34.38
0.55,-5.45,8.16,34.38
2.2,-4.79,8.47,34.31
0.31,-4.24,8.83,34.38
0.94,-3.53,9.22,34.38
1.69,-5.45,8.08,34.38
1.65,-4.31,8.9,34.38
0.75,-4.39,8.67,34.38
2.08,-3.8,8.87,34.38
0.39,-3.61,9.14,34.38
2.04,-5.02,8.32,34.38
1.45,-3.84,8.79,34.38
1.1,-5.18,8.36,34.38
0.67,-5.81,8.79,34.38
1.96,-5.1,8.24,34.38
0.39,-3.96,9.06,34.38
2.2,-5.22,8.0,34.38
1.37,-3.84,9.02,34.38
0.9,-5.18,8.43,34.38
2.08,-4.94,8.24,34.38
0.35,-3.77,9.06,34.38
1.18,-4.59,8.67,34.38
1.18,-3.73,8.87,34.38
1.45,-5.14,8.32,34.38
2.24,-4.9,8.16,34.38
0.51,-4.12,8.94,34.38
1.22,-3.8,8.98,34.44
1.84,-5.26,8.12,34.38
0.47,-3.73,9.14,34.38
1.1,-3.73,8.98,34.38
1.53,-5.3,8.24,34.38
1.92,-3.65,9.14,34.38
0.63,-4.55,8.67,34.44
1.57,-4.24,8.87,34.38
0.55,-3.53,9.14,34.38
2.12,-5.02,8.08,34.38
1.41,-3.92,9.1,34.38
0.86,-3.02,8.59,34.44
1.06,-3.69,8.98,34.38
0.63,-4.12,8.98,34.44
2.35,-3.88,9.1,34.38
0.82,-3.49,9.02,34.38
2.04,-4.94,8.08,34.38
1.41,-3.84,9.06,34.38
0.86,-5.14,8.55,34.38
1.33,-3.69,8.63,34.38
0.55,-4.67,8.32,34.44
1.41,-3.73,8.59,34.44
1.18,-5.37,8.16,34.44
2.2,-5.06,8.12,34.44
1.69,-4.16,7.92,34.38
-0.31,-2.0,9.49,34.38
0.75,-3.49,9.14,34.44
2.0,-5.06,8.28,34.38
1.77,-4.35,8.79,34.38
5.18,-6.43,7.53,34.38
2.08,-3.73,8.87,34.44
0.35,-4.0,9.96,34.38
1.53,-6.51,7.81,34.38
1.06,-4.16,9.3,34.38
1.49,-5.3,8.16,34.38
0.63,-3.53,9.1,34.38
0.63,-5.06,8.71,34.38
2.08,-4.55,8.59,34.38
0.86,-3.65,9.34,34.38
1.69,-5.18,8.43,34.38
2.08,-3.57,9.26,34.38
0.51,-4.59,8.9,34.38
2.08,-4.67,8.24,34.38
0.98,-3.53,9.1,34.38
1.57,-5.37,8.12,34.38
2.2,-3.57,9.18,34.38
0.35,-4.2,8.94,34.38
2.0,-4.47,8.47,34.38
0.71,-4.16,8.9,34.31
1.96,-4.39,8.39,34.38
0.9,-3.61,9.02,34.38
1.49,-5.3,8.2,34.31
0.67,-3.49,9.1,34.38
0.0,-4.94,8.63,34.38
0.75,-4.9,8.55,34.38
2.08,-5.22,8.04,34.38
0.51,-3.88,9.1,34.38
3.45,-6.51,7.45,34.38
1.14,-3.8,8.98,34.38
1.77,-5.41,8.0,34.44
2.04,-4.67,8.28,34.38
0.39,-4.63,8.79,34.38
1.73,-5.22,8.28,34.44
0.67,-3.65,9.18,34.38
0.82,-4.98,8.43,34.38
2.12,-4.98,8.24,34.38
1.1,-4.04,8.94,34.38
1.49,-5.3,8.12,34.38
0.47,-3.65,9.14,34.38
0.86,-4.63,8.04,34.38
1.77,-4.2,8.55,34.38
0.71,-4.86,8.51,34.38
2.12,-5.1,8.0,34.38
0.24,-4.04,8.94,34.38
1.65,-5.22,8.32,34.38
0.39,-3.92,9.02,34.38
1.96,-4.31,8.16,34.38
-1.14,-4.71,8.43,34.38
2.04,-5.06,8.28,34.38
0.39,-4.43,8.87,34.38
1.88,-5.22,8.24,34.38
0.39,-3.57,9.14,34.38
2.04,-4.94,8.36,34.38
0.94,-3.53,8.67,34.38
1.69,-5.53,8.0,34.38
0.78,-3.57,9.14,34.38
0.63,-4.79,8.55,34.38
1.33,-4.0,8.75,34.38
1.69,-5.45,7.96,34.38
2.08,-3.69,9.06,34.38
1.61,-3.53,8.28,34.38
1.69,-4.2,8.67,34.38
0.78,-5.06,8.47,34.38
1.96,-5.14,8.2,34.44
0.59,-3.88,9.1,34.38
1.06,-4.82,8.39,34.38
0.0,-3.77,9.38,34.38
0.75,-3.57,9.26,34.38
0.31,-2.82,9.14,34.38
1.41,-5.37,8.2,34.38
1.06,-3.73,9.26,34.38
0.27,-4.47,8.71,34.38
1.8,-4.12,8.9,34.38
0.78,-5.18,8.28,34.38
2.2,-4.86,8.28,34.44
0.47,-4.75,8.63,34.38
2.08,-4.08,8.94,34.38
0.35,-4.08,8.98,34.38
2.04,-4.39,8.63,34.44
0.43,-3.96,9.1,34.38
2.12,-4.71,8.43,34.44
0.39,-4.43,8.75,34.38
2.08,-5.22,8.08,34.44
0.63,-4.75,8.63,34.44
1.26,-3.77,9.18,34.44
0.47,-4.55,8.67,34.44
1.73,-4.2,8.63,34.44
1.29,-5.37,8.24,34.44
